business_name,address,phone,website,area,city,reviews_count,rating,url
"ENSENADA ATX","Address: 1108 E 12th St, Austin, TX 78702, United States ","+15126664396","https://ensenadaatx.com/","78702, Austin, TX","Austin, TX","","4.8","https://www.google.com/maps/place/ENSENADA+ATX/data=!4m7!3m6!1s0x8644b50321a69ba1:0x4e615bb752bfbf3d!8m2!3d30.2727098!4d-97.7286195!16s%2Fg%2F11t2ydwslc!19sChIJoZumIQO1RIYRPb-_UrdbYU4?authuser=0&hl=en&rclk=1"
"Il Brutto","Address: 1601 E 6th St, Austin, TX 78702, United States ","+15128866418","https://www.ilbruttoaustin.com/","78702, Austin, TX","Austin, TX","","4.4","https://www.google.com/maps/place/Il+Brutto/data=!4m7!3m6!1s0x8644b5b6d3479079:0x3077ddd3455ac93b!8m2!3d30.2628502!4d-97.7263546!16s%2Fg%2F11f4rdx8p6!19sChIJeZBH07a1RIYRO8laRdPddzA?authuser=0&hl=en&rclk=1"
"Hillside Farmacy","Address: 1209 E 11th St, Austin, TX 78702, United States ","+15126280168","http://hillsidefarmacy.com/","78702, Austin, TX","Austin, TX","","4.3","https://www.google.com/maps/place/Hillside+Farmacy/data=!4m7!3m6!1s0x8644b5bbb4d5ddb1:0x929c54342b275740!8m2!3d30.2682422!4d-97.7269081!16s%2Fg%2F1hc8xsnjl!19sChIJsd3VtLu1RIYRQFcnKzRUnJI?authuser=0&hl=en&rclk=1"
"Sawyer & Co","Address: 4827 E Cesar Chavez St, Austin, TX 78702, United States ","+15125319033","https://www.sawyerand.co/","78702, Austin, TX","Austin, TX","","4.4","https://www.google.com/maps/place/Sawyer+%26+Co/data=!4m7!3m6!1s0x8644b42bb977400f:0x6923d9e4e0c7228f!8m2!3d30.2513819!4d-97.7018004!16s%2Fg%2F11b62zv189!19sChIJD0B3uSu0RIYRjyLH4OTZI2k?authuser=0&hl=en&rclk=1"
"Paperboy East","Address: 1203 E 11th St, Austin, TX 78702, United States ","+15122709980","https://www.paperboyaustin.com/east-11th","78702, Austin, TX","Austin, TX","","4.6","https://www.google.com/maps/place/Paperboy+East/data=!4m7!3m6!1s0x8644b5bbac528de1:0x89bc4e236dd6910d!8m2!3d30.2684041!4d-97.7276077!16s%2Fg%2F11bwqfpnqh!19sChIJ4Y1SrLu1RIYRDZHWbSNOvIk?authuser=0&hl=en&rclk=1"
"Casa Colombia","Address: 2409 E 7th St, Austin, TX 78702, United States ","+15124959425","http://www.casa-colombia.com/","78702, Austin, TX","Austin, TX","","4.3","https://www.google.com/maps/place/Casa+Colombia/data=!4m7!3m6!1s0x8644b5b7371431af:0xba4565524a3fe999!8m2!3d30.2607916!4d-97.7147019!16s%2Fg%2F11bc7sv2n5!19sChIJrzEUN7e1RIYRmek_SlJlRbo?authuser=0&hl=en&rclk=1"
"Pasta|Bar Austin","Address: 1017 E 6th St, Austin, TX 78702, United States ","+15123608207","https://www.exploretock.com/pastabaraustin","78702, Austin, TX","Austin, TX","","4.7","https://www.google.com/maps/place/Pasta%7CBar+Austin/data=!4m7!3m6!1s0x8644b57133f0c355:0x204c7a394d78baf!8m2!3d30.264681!4d-97.7318551!16s%2Fg%2F11rqtm45rx!19sChIJVcPwM3G1RIYRr4vXlKPHBAI?authuser=0&hl=en&rclk=1"
"Ramen Tatsu-Ya","Address: 1600 E 6th St, Austin, TX 78702, United States ","+17373400990","http://ramen-tatsuya.com/","78702, Austin, TX","Austin, TX","","4.5","https://www.google.com/maps/place/Ramen+Tatsu-Ya/data=!4m7!3m6!1s0x8644b5ef403d990b:0x545013c66117d688!8m2!3d30.2631771!4d-97.7262734!16s%2Fg%2F11f66f9hmd!19sChIJC5k9QO-1RIYRiNYXYcYTUFQ?authuser=0&hl=en&rclk=1"
"Cenote","Address: 1405 E 7th St, Austin, TX 78702, United States ","+17374151099","https://cenoteaustin.com/","78702, Austin, TX","Austin, TX","","4.5","https://www.google.com/maps/place/Cenote/data=!4m7!3m6!1s0x8644b5ae8ae798db:0xfd467ef6a529c728!8m2!3d30.2642558!4d-97.7277251!16s%2Fg%2F1hc32my9m!19sChIJ25jniq61RIYRKMcppfZ-Rv0?authuser=0&hl=en&rclk=1"
"Discada","Address: 1700 E Cesar Chavez St, Austin, TX 78702, United States ","","http://www.discadatx.com/","78702, Austin, TX","Austin, TX","","4.8","https://www.google.com/maps/place/Discada/data=!4m7!3m6!1s0x8644b5b977666b45:0xf8d706b4fef6ce46!8m2!3d30.2579565!4d-97.7262981!16s%2Fg%2F11hbsqnd7j!19sChIJRWtmd7m1RIYRRs72_rQG1_g?authuser=0&hl=en&rclk=1"
"Gabrielas Downtown","Address: 900 E 7th St, Austin, TX 78702, United States ","+15128401569","https://gabrielasdowntown.shop/","78702, Austin, TX","Austin, TX","","4.1","https://www.google.com/maps/place/Gabrielas+Downtown/data=!4m7!3m6!1s0x8644b5a50ce6aaab:0x71ac940a2ad9214e!8m2!3d30.2665531!4d-97.7330474!16s%2Fg%2F11gfnf4zkc!19sChIJq6rmDKW1RIYRTiHZKgqUrHE?authuser=0&hl=en&rclk=1"
"JewBoy Sliders","Address: 1111 E 6th St, Austin, TX 78702, United States ","","http://www.jewboysliders.com/","78702, Austin, TX","Austin, TX","","4.7","https://www.google.com/maps/place/JewBoy+Sliders/data=!4m7!3m6!1s0x8644b5e254c3e2c7:0xb7037bb08007bb11!8m2!3d30.2644032!4d-97.7308248!16s%2Fg%2F11tcmpqzdd!19sChIJx-LDVOK1RIYREbsHgLB7A7c?authuser=0&hl=en&rclk=1"
"Corner Restaurant","Address: 110 E 2nd St, Austin, TX 78701, United States ","+15126084488","https://www.cornerrestaurantaustin.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing","78703, Austin, TX","Austin, TX","","4.8","https://www.google.com/maps/place/Corner+Restaurant/data=!4m7!3m6!1s0x8644b508789cc0c5:0x270f96c74f970af4!8m2!3d30.2645703!4d-97.7438317!16s%2Fg%2F11b76mjh5x!19sChIJxcCceAi1RIYR9AqXT8eWDyc?authuser=0&hl=en&rclk=1"
"Ember Kitchen","Address: 800 W Cesar Chavez St Ste PP110, Austin, TX 78701, United States ","+15122916846","https://www.emberatx.com/","78703, Austin, TX","Austin, TX","","4.8","https://www.google.com/maps/place/Ember+Kitchen/data=!4m7!3m6!1s0x8644b5723cde91d1:0x14bf1e14920af2da!8m2!3d30.266876!4d-97.7528456!16s%2Fg%2F11jt5g77r4!19sChIJ0ZHePHK1RIYR2vIKkhQevxQ?authuser=0&hl=en&rclk=1"
"Quince Lakehouse","Address: 3825 Lake Austin Blvd #201, Austin, TX 78703, United States ","+15123349426","https://quincesma.com/","78703, Austin, TX","Austin, TX","","4.5","https://www.google.com/maps/place/Quince+Lakehouse/data=!4m7!3m6!1s0x8644b5bd9cff0c7d:0xffe88b00442137d2!8m2!3d30.2952529!4d-97.7842024!16s%2Fg%2F11vdtxsp56!19sChIJfQz_nL21RIYR0jchRACL6P8?authuser=0&hl=en&rclk=1"
"Jeffrey's","Address: 1204 W Lynn St, Austin, TX 78703, United States ","+15124775584","","78703, Austin, TX","Austin, TX","","4.7","https://www.google.com/maps/place/Jeffrey%27s/data=!4m7!3m6!1s0x8644b56be11eae9f:0xd98c79a2864cd718!8m2!3d30.2804227!4d-97.7590952!16s%2Fm%2F020y__p!19sChIJn64e4Wu1RIYRGNdMhqJ5jNk?authuser=0&hl=en&rclk=1"
"Acre 41","Address: 1901 San Antonio St, Austin, TX 78705, United States ","+17372439020","https://www.acre41austin.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing","78703, Austin, TX","Austin, TX","","4.8","https://www.google.com/maps/place/Acre+41/data=!4m7!3m6!1s0x8644b5a5b6abeddd:0x38803822ae003c65!8m2!3d30.2824093!4d-97.742873!16s%2Fg%2F11j44cctll!19sChIJ3e2rtqW1RIYRZTwAriI4gDg?authuser=0&hl=en&rclk=1"
"Red Ash","Address: Colorado Tower, 303 Colorado St #200, Austin, TX 78701, United States ","+15123792906","http://redashgrill.com/","78703, Austin, TX","Austin, TX","","4.7","https://www.google.com/maps/place/Red+Ash/data=!4m7!3m6!1s0x8644b5088b41fa59:0xada04b221220ebe!8m2!3d30.2657022!4d-97.7449409!16s%2Fg%2F11cs5wlpxh!19sChIJWfpBiwi1RIYRvg4iIbIE2go?authuser=0&hl=en&rclk=1"
"Hula Hut","Address: 3825 Lake Austin Blvd, Austin, TX 78703, United States ","+15124764852","http://www.hulahut.com/locations/austin","78703, Austin, TX","Austin, TX","","4.2","https://www.google.com/maps/place/Hula+Hut/data=!4m7!3m6!1s0x8644b554921f0573:0xf8bbc0d6c4d33ab0!8m2!3d30.2946928!4d-97.7844186!16s%2Fm%2F020yzrc!19sChIJcwUfklS1RIYRsDrTxNbAu_g?authuser=0&hl=en&rclk=1"
"Bar Peached","Address: 1315 W 6th St, Austin, TX 78703, United States ","+15129920666","http://www.barpeached.com/","78703, Austin, TX","Austin, TX","","4.6","https://www.google.com/maps/place/Bar+Peached/data=!4m7!3m6!1s0x8644b50d3b659089:0x78b892428b608fdb!8m2!3d30.2735372!4d-97.7600431!16s%2Fg%2F11fhz6vpdf!19sChIJiZBlOw21RIYR249gi0KSuHg?authuser=0&hl=en&rclk=1"
"Roaring Fork","Address: 701 Congress Ave., Austin, TX 78701, United States ","+15125830000","http://www.roaringfork.com/","78703, Austin, TX","Austin, TX","","4.5","https://www.google.com/maps/place/Roaring+Fork/data=!4m7!3m6!1s0x8644b509e15979d5:0xce6e982ebf5ebae2!8m2!3d30.2691083!4d-97.7421111!16s%2Fg%2F1td5m2fy!19sChIJ1XlZ4Qm1RIYR4rpevy6Ybs4?authuser=0&hl=en&rclk=1"
"Uchiko Austin","Address: 4200 N Lamar Blvd, Austin, TX 78756, United States ","+15129164808","https://uchiko.uchirestaurants.com/location/austin/","78703, Austin, TX","Austin, TX","","4.7","https://www.google.com/maps/place/Uchiko+Austin/data=!4m7!3m6!1s0x8644ca62cb940f5d:0x3d0641b88c526edd!8m2!3d30.3107759!4d-97.7399843!16s%2Fm%2F0k0bk1d!19sChIJXQ-Uy2LKRIYR3W5SjLhBBj0?authuser=0&hl=en&rclk=1"
"Eureka!","Address: 200 E 6th St, Austin, TX 78701, United States ","+15127351144","http://eurekarestaurantgroup.com/blog/locations/austin/","78703, Austin, TX","Austin, TX","","4.4","https://www.google.com/maps/place/Eureka!/data=!4m7!3m6!1s0x8644b5a77a69d217:0x5767e994aa3248a8!8m2!3d30.2678427!4d-97.7412401!16s%2Fg%2F11btww44m0!19sChIJF9Jpeqe1RIYRqEgyqpTpZ1c?authuser=0&hl=en&rclk=1"
"Clark's Oyster Bar - Austin","Address: 1200 W 6th St, Austin, TX 78703, United States ","+15122972525","https://www.clarksoysterbar.com/locations/austin","78703, Austin, TX","Austin, TX","","4.5","https://www.google.com/maps/place/Clark%27s+Oyster+Bar+-+Austin/data=!4m7!3m6!1s0x8644b51363afea6d:0x6bd3eb27734436e7!8m2!3d30.2729938!4d-97.7571715!16s%2Fg%2F11y0l912y!19sChIJbeqvYxO1RIYR5zZEcyfr02s?authuser=0&hl=en&rclk=1"
"Sammie's","Address: 807 W 6th St, Austin, TX 78703, United States ","+15124742054","http://sammiesitalian.com/","78703, Austin, TX","Austin, TX","","4.4","https://www.google.com/maps/place/Sammie%27s/data=!4m7!3m6!1s0x8644b51740a965fd:0xa39260bb27d9f01a!8m2!3d30.2702151!4d-97.751157!16s%2Fg%2F11r8yczjz3!19sChIJ_WWpQBe1RIYRGvDZJ7tgkqM?authuser=0&hl=en&rclk=1"
"68 Degrees Kitchen","Address: 2401 Lake Austin Blvd, Austin, TX 78703, United States ","+15127666868","http://68degrees.com/","78703, Austin, TX","Austin, TX","","4.3","https://www.google.com/maps/place/68+Degrees+Kitchen/data=!4m7!3m6!1s0x8644b546388ce0cf:0x421622b33df9d4aa!8m2!3d30.2778844!4d-97.7729907!16s%2Fg%2F11cnz3ct_5!19sChIJz-CMOEa1RIYRqtT5PbMiFkI?authuser=0&hl=en&rclk=1"
"Gus’s World Famous Fried Chicken","Address: 117 San Jacinto Blvd, Austin, TX 78701, United States ","+15124744877","http://gusfriedchicken.com/austin-texas-location/","78703, Austin, TX","Austin, TX","","4.5","https://www.google.com/maps/place/Gus%E2%80%99s+World+Famous+Fried+Chicken/data=!4m7!3m6!1s0x8644b507f6169dcf:0xbb2119712a363bff!8m2!3d30.2634799!4d-97.741745!16s%2Fg%2F12hmlz7hl!19sChIJz50W9ge1RIYR_zs2KnEZIbs?authuser=0&hl=en&rclk=1"
"24 Diner","Address: 600 N Lamar Blvd, Austin, TX 78703, United States ","+15124725400","http://www.24diner.com/","78703, Austin, TX","Austin, TX","","4.3","https://www.google.com/maps/place/24+Diner/data=!4m7!3m6!1s0x8644b5125c05239b:0xbac8765cb819d389!8m2!3d30.271964!4d-97.75426!16s%2Fg%2F1v_s685_!19sChIJmyMFXBK1RIYRidMZuFx2yLo?authuser=0&hl=en&rclk=1"
"Chuy's","Address: 1728 Barton Springs Rd, Austin, TX 78704, United States ","+15124744452","https://www.chuys.com/locations/tx/austin/austin-tx-barton-springs/6001?cmpid=br:chy_ag:ie_ch:loc_ca:CHYGMB_sn:gmb_gt:austin-tx-6001_pl:locurl_rd:1001","78703, Austin, TX","Austin, TX","","4.4","https://www.google.com/maps/place/Chuy%27s/data=!4m7!3m6!1s0x8644b53d57dc8069:0x900aab2522341b9a!8m2!3d30.2638741!4d-97.7632745!16s%2Fm%2F04dmqxb!19sChIJaYDcVz21RIYRmhs0IiWrCpA?authuser=0&hl=en&rclk=1"
"Phoebe's Downtown","Address: 408 W 11th St, Austin, TX 78701, United States ","+15123598338","https://www.phoebesdiner.com/","78703, Austin, TX","Austin, TX","","4.7","https://www.google.com/maps/place/Phoebe%27s+Downtown/data=!4m7!3m6!1s0x8644b509f2e104af:0xd75b5b57ab771900!8m2!3d30.2740975!4d-97.7449381!16s%2Fg%2F11np3q1qct!19sChIJrwTh8gm1RIYRABl3q1dbW9c?authuser=0&hl=en&rclk=1"
"Nido","Address: Rooftop, 1211 W Riverside Dr, Austin, TX 78704, United States ","+15125801183","https://www.thelorenhotels.com/cuisine/restaurant#nido","78703, Austin, TX","Austin, TX","","4.5","https://www.google.com/maps/place/Nido/data=!4m7!3m6!1s0x8644b56fbc6871cb:0x2d7cc03f74ed004b!8m2!3d30.2640838!4d-97.7567367!16s%2Fg%2F11sbmtp10l!19sChIJy3FovG-1RIYRSwDtdD_AfC0?authuser=0&hl=en&rclk=1"
"Meat & Bread","Address: 360 Nueces St STE 20, Austin, TX 78701, United States ","+15123304736","http://meatandbread.com/","78703, Austin, TX","Austin, TX","","4.8","https://www.google.com/maps/place/Meat+%26+Bread/data=!4m7!3m6!1s0x8644b5823b7ab0e5:0x78f1556daf78f7c4!8m2!3d30.2670728!4d-97.7498084!16s%2Fg%2F11p15kls1s!19sChIJ5bB6O4K1RIYRxPd4r21V8Xg?authuser=0&hl=en&rclk=1"
